category,hub,business,rating,review_count,phone,website,address,review_snippet
Window cleaning and power washing,Saw Creek Estates Bushkill PA,ShineWise Pressure Washing,5.0,4,(570) 977-8023,http://sawcreek.org/rules-and-regulations/,9 AM Mon   (570) 977-8023,"Used them to clean up the outside of our shop, highly recommend"
Window cleaning and power washing,Hemlock Farms Hawley PA,Regenski's Pressure Washing,5.0,38,(570) 390-9080,http://www.hemlockfarms.org,8 AM Mon   (570) 390-9080,"His work was quick, efficient, and extremely effective and affordable."
Property Management and Co-Hosting,Stroudsburg PA,Forteca Estate,4.9,41,(347) 556-0089,http://www.fortecaestate.com,814 Monroe St #205,Great service and excellent choice of add on to the cabins.
Property Management and Co-Hosting,Stroudsburg PA,Pocono Lodging Co.,5.0,15,(425) 406-0123,http://www.poconolodging.co/rentals,1460 Waterfront Dr,"Hosts are incredible, great communication and helpful with all of our needs."
Property Management and Co-Hosting,Stroudsburg PA,D-N-A Property Management Co.,4.3,206,(570) 424-8131,http://www.dnaprop.com,2818 PA-611,The site they use is easy and they are always around to help!
Property Management and Co-Hosting,Stroudsburg PA,Bulldog Realty and Property Management,5.0,56,(570) 872-9272,http://www.bulldog-realty.com,109 Clubhouse Ct,The property is exactly what I need for my small family and pets.
Property Management and Co-Hosting,Stroudsburg PA,FirstService Residential Stroudsburg,4.0,28,(570) 842-0321,http://www.fsresidential.com/pennsylvania/offices/east-stroudsburg-property-management/,106 Columbia Dr Ste 3,The management has far exceeded my expectations.
Property Management and Co-Hosting,Stroudsburg PA,Ideal Property Management,4.7,6,(570) 213-9022,http://idealpm.com,70 Arrowwood Rd,Danielle did an outstanding job managing our property.
Property Management and Co-Hosting,Mount Pocono PA,Poconos Vacation Rental Management by Hyatus Stays,4.9,27,(201) 701-3713,http://www.hyatus.com/vacation-rental-management/pocono-mountains-pennsylvania,3169 Spruce Cabin Rd Mountainhome,The host was friendly and responsive.
Property Management and Co-Hosting,Mount Pocono PA,Pocono STR Management,5.0,1,(570) 213-1590,http://www.poconostrmanagement.com/faq-s,214 Annette Marie Dr,
Property Management and Co-Hosting,Mount Pocono PA,VR Pocono,5.0,15,(570) 972-0022,http://mountpocono-pa.gov,222 Tepee Dr,"Love it, great communication with management and beautiful place!"
Property Management and Co-Hosting,Mount Pocono PA,Pocono Property Management,5.0,4,(570) 478-1434,http://pmpocono.com,5626 PA-115,
Property Management and Co-Hosting,Mount Pocono PA,Pocono Rentals & Management,4.8,56,(570) 243-0243,http://www.poconorentalmanagement.com,248 PA-940 Ste 97,
Property Management and Co-Hosting,Jim Thorpe PA,"Golden Door Property Management, LLC",5.0,1,(855) 437-3687,http://www.goldendoorpm.com,1018 Interchange Rd,
Property Management and Co-Hosting,Jim Thorpe PA,Black Rock Property Management LLC,3.9,78,(570) 203-1685,http://blackrockpa.com,1001 Industrial Rd,One of the best property management companies I've ever rented from!
Property Management and Co-Hosting,Jim Thorpe PA,Pocono Mountain Rentals,4.8,307,(215) 489-3206,http://www.poconomountainrentals.com,264 Lake Harmony Rd,"Very easy to work with , great amenities and homes & prompt follow up"
Property Management and Co-Hosting,Jim Thorpe PA,Wander Home,4.8,420,(267) 921-1787,http://www.wander.com/pennsylvania/jim-thorpe,24 hours   (267) 921-1787,Wander is a great service for both the host and people that are renting.
Property Management and Co-Hosting,Hawley PA,Masthope Mountain Community Property Management,3.6,20,(570) 685-4790,http://masthope.org/resources/,196 Karl Hope Blvd,"Pros:
Location
Amenities."
Property Management and Co-Hosting,Lehighton PA,Epic Property Management,4.5,2,(610) 760-0600,http://epicpropertymanagementpa.com,4531 Lehigh Dr Ste. 7,
Property Management and Co-Hosting,Lehighton PA,Castle Gate Realty Lehighton,5.0,110,(610) 379-3524,http://www.castleconfident.com,238 N 1st St,
Property Management and Co-Hosting,Honesdale PA,Rentals NEPA LLC,5.0,2,(570) 470-5486,http://www.rentalsnepa.com,1225 Main St,
Property Management and Co-Hosting,Honesdale PA,Jeremy Watson - Real Estate Agent - SIX PM LLC,4.8,20,(570) 352-5162,http://thesixpm.com,801 Court St,"Working with Jeremy on our second house, and they both sold within a week."
Property Management and Co-Hosting,Honesdale PA,CG's Vacation Rental Property Management,,,(570) 390-0874,http://cgsvacationrentals.com,513 Easton Turnpike,
Property Management and Co-Hosting,Saylorsburg PA,Cozy Nests Properties,4.6,11,(570) 517-9972,http://www.findglocal.com/US/Unknown/105895655807612/Cozy-Nests-Properties,,Our property is well taken care of and our guests are very happy.
Property Management and Co-Hosting,Albrightsville PA,Galvanized Property Management,4.4,26,(570) 972-9588,http://www.galvanizedmanagement.com,3856 PA-903,"... mean property management, property improvements and real estate."
Property Management and Co-Hosting,Lake Wallenpaupack PA,Lake Wallenpaupack Airbnb Cabin,5.0,11,(610) 533-6886,http://hometogo.com,892 PA-507,"Comfortable bed, excellent backyard, and lake views."
Property Management and Co-Hosting,Bushkill Falls PA,Pocono Airbnb Management,5.0,2,(570) 209-8385,http://www.airbnb.com/rooms/1229063708283824638,24 hours   (570) 209-8385,
Property Management and Co-Hosting,Camelback Resort Tannersville PA,Camelback Vacation Rental,5.0,3,(718) 887-6397,http://www.camelbackresort.com,456 Maple Ct,It is located down the road from camelback which is only a 3 min drive.
Property Management and Co-Hosting,Camelback Resort Tannersville PA,The Village at Camelback,4.3,77,(570) 629-5433,http://villageatcamelback.connectresident.com,601 Camelback Rd,"... miles to the north from the top, and right on Camelback Mountain."
Property Management and Co-Hosting,Camelback Resort Tannersville PA,OLB Properties LLC,5.0,16,(631) 487-6631,http://olb-properties.com,112 Cross Country Ln,"Host is very responsive, highly recommended"
Property Management and Co-Hosting,Camelback Resort Tannersville PA,The Condo at Camelback,,,(570) 243-9843,http://www.camelbackresort.com/condos,337 Poplar Ct,
Property Management and Co-Hosting,Blue Mountain Ski Area Palmerton PA,Blue Mountain Vacation Home,,,,http://www.skibluemt.com,2110 Little Gap Rd,
Property Management and Co-Hosting,Blue Mountain Ski Area Palmerton PA,Blue Mountain Vacation Home by Palmerton 46 Acres Hiking Trails Pickleball Court,5.0,472,,http://www.vrbo.com/1762782,46 Acres Hiking Trails Pickleball Court,
Property Management and Co-Hosting,Blue Mountain Ski Area Palmerton PA,All County Lehigh Valley Property Management,4.9,56,(484) 261-6800,http://allcountyprop.com/locations/pennsylvania/bethlehem/,85 E Broad St Ste A,
Property Management and Co-Hosting,Resica Falls PA,Private property,4.7,6,,http://resicafalls.org,1200 Resica Falls Rd,
Property Management and Co-Hosting,Marshalls Creek PA,Marshalls Creek Extended Stay,3.8,4,(570) 872-9272,http://www.airbnb.com/marshalls-creek-pa/stays/monthly,2309 Milford Rd,Great property for extended stays!
Property Management and Co-Hosting,Saw Creek Estates Bushkill PA,Saw Creek Estates Community Association,4.2,340,(570) 588-9329,http://sawcreek.org,5728 Decker Rd,"Love living here, good people, staff and management team"
Property Management and Co-Hosting,Saw Creek Estates Bushkill PA,Saw Creek Real Estate,4.7,75,(570) 588-8001,http://sawcreek.org/real-estate-for-sale/,5310 Winona Falls Rd #102,Saw Creek Real Estate was very helpful and informative.
Property Management and Co-Hosting,Saw Creek Estates Bushkill PA,Saw Creek Property,4.7,6,(570) 588-6946,http://sawcreek.org/real-estate-for-sale/,,
Property Management and Co-Hosting,Saw Creek Estates Bushkill PA,Saw Creek Estates Main Gate,3.9,32,(570) 588-5151,http://sawcreek.org/gates/,9 AM   (570) 588-5151,This is the gate to a gated community.
Property Management and Co-Hosting,Tanglwood Lakes Greentown PA,Lakeside Home Rentals,4.0,1,(570) 698-7707,http://anchorsandacres.com/lake-communities/tanglewood-lakes/,100 Apple Dr,
Property Management and Co-Hosting,Tanglwood Lakes Greentown PA,Century 21 Country Lake Homes,4.5,8,(570) 676-4900,http://www.c21poconos.com/tanglwood-lakes-real-estate/,21 Country Lake Homes,They are helping me find a rental.
Property Management and Co-Hosting,Tanglwood Lakes Greentown PA,Green Road Property Management,,,(570) 676-6855,http://greenroadpropertymanagement.com/contact/,1361 PA-507 unit 4,
Property Management and Co-Hosting,Tanglwood Lakes Greentown PA,Lakehouse Property Management,4.1,7,(484) 334-4773,http://anchorsandacres.com/lake-communities/tanglewood-lakes/,8 AM   (484) 334-4773,
Property Management and Co-Hosting,Hemlock Farms Hawley PA,Hemlock Farms MAIN ENTRANCE,4.1,79,(570) 775-4200,http://www.hemlockfarms.org,1007 Hemlock Farms Rd,"Close to the highway, active bears within the community and other wildlife."
Property Management and Co-Hosting,Hemlock Farms Hawley PA,Hemlock Farms Community Association,4.4,98,(570) 775-4200,http://www.hemlockfarms.org,119 Lookout Dr,
Property Management and Co-Hosting,Hemlock Farms Hawley PA,Hemlock Farms Real Estate,,,(570) 234-4055,http://www.hemlockfarms.org,631 PA-739,
Property Management and Co-Hosting,Hemlock Farms Hawley PA,Hemlock Farms Steer Barn Clubhouse,4.6,196,(570) 775-6034,http://www.hemlockfarms.org/steerbarn-clubhouse,101 Basswood Dr,I love everything about Hemlock Farms.
Property Management and Co-Hosting,Pocono Ranch Lands East Stroudsburg PA,NEPA Management Associates Inc,3.1,14,(570) 421-5409,http://www.nepamgmt.com,7164 US-209 BUS,
Property Management and Co-Hosting,Hideout Lake Ariel PA,Property in the Hideout,,,,http://www.hideoutassoc.com,2513 Oak Cir,
Property Management and Co-Hosting,Hideout Lake Ariel PA,Hideout Property Owners Association,4.3,65,(570) 698-4100,http://www.hideoutassoc.com,"640
Closed   Opens 8 AM Tue   (570) 698-4100",The Properties are a great buy for the price .
Property Management and Co-Hosting,Hideout Lake Ariel PA,Hideout Pocono Chalet,5.0,20,(570) 397-0557,http://hideoutpoconochalet.hotels-pennsylvania.com/en/,"1682 The Hideout, 2607 Boulder Ct",The owner and host is most accommodating and very responsive.
Property Management and Co-Hosting,Hideout Lake Ariel PA,The Woodhill Hideout,5.0,2,,http://thewoodhillhideout.com,,
Property Management and Co-Hosting,Hideout Lake Ariel PA,Hideout,,,,http://www.hideoutassoc.com,3427 Laurel Pt,
Property Management and Co-Hosting,Indian Mountain Lake Lehighton PA,Indian Mountain Lake Civic Association,4.0,130,(570) 646-1600,http://www.indianmountainlake.com,95 Highridge Rd,Neighbors are mostly great!
Property Management and Co-Hosting,Indian Mountain Lake Lehighton PA,Lake View Lodge Vacation Rental,4.9,16,(973) 216-0864,http://lakeviewlodge.zeevou.direct,5320 Pohopoco Dr,
Property Management and Co-Hosting,Indian Mountain Lake Lehighton PA,"Pocono Pride Rental Property Management, LLC",5.0,9,(570) 436-8510,http://www.bizapedia.com/pa/pocono-pride-rental-property-management-llc.html,8 PM   (570) 436-8510,Guests constantly compliment the cleanliness of the home.
